Sector,RealSector,Country,Country Code,amount,time,DealType,Company Name,DealSubtype
Manufacturing & Services,Machinery,Armenia,AM,310000.0,1996,Sale of shares,Yerevan technological equipment,
Manufacturing & Services,Agriculture,Armenia,AM,310000.0,1996,Sale of shares,Agroservice (Vardenis),
Manufacturing & Services,Agribusiness,Armenia,AM,320000.0,1996,Sale of shares,Sevan poultry plant,
Manufacturing & Services,Agriculture,Armenia,AM,330000.0,1996,Sale of shares,Yerevan eastern production enterprise,
Manufacturing & Services,Machinery,Armenia,AM,330000.0,1996,Sale of shares,Aviasark,
Manufacturing & Services,Agribusiness,Armenia,AM,330000.0,1996,Sale of shares,Artashat poultry plant,
Manufacturing & Services,Agriculture,Armenia,AM,340000.0,1996,Sale of shares,Agroservice (Ani),
Manufacturing & Services,Agriculture,Armenia,AM,350000.0,1996,Sale of shares,Agroservice (Idjevan),
Manufacturing & Services,Machinery,Armenia,AM,350000.0,1996,Sale of shares,Hrazdanshin,
Manufacturing & Services,Machinery,Armenia,AM,380000.0,1996,Sale of shares,Van (subsidiary of Erebuni),
Manufacturing & Services,Agribusiness,Armenia,AM,410000.0,1996,Sale of shares,Yeraskh wine enterprise,
Manufacturing & Services,Machinery,Armenia,AM,420000.0,1996,Sale of shares,Agricultural machine enterprise,
Manufacturing & Services,Agribusiness,Armenia,AM,440000.0,1996,Sale of shares,Guimry tinned meat food plant,
Manufacturing & Services,Construction,Armenia,AM,440000.0,1996,Sale of shares,Vedi construction mater. plant,
Manufacturing & Services,Agriculture,Armenia,AM,450000.0,1996,Sale of sahres,Matan Tigrara,
Manufacturing & Services,Construction,Armenia,AM,450000.0,1996,Sale of shares,Haiardmontazh,
Manufacturing & Services,Agriculture,Armenia,AM,480000.0,1996,Sale of shares,Agroservice (Shahumian),
Manufacturing & Services,Machinery,Armenia,AM,510000.0,1996,Sale of shares,Yerfrez,
Manufacturing & Services,Agriculture,Armenia,AM,510000.0,1996,Sale of shares,Agroservice (Nurnus),
Manufacturing & Services,Agriculture,Armenia,AM,530000.0,1996,Sale of shares,Agricult. constr. assembling enterprise,
Manufacturing & Services,Agriculture,Armenia,AM,550000.0,1996,Sale of shares,Agrocomplect,
Manufacturing & Services,Construction,Armenia,AM,580000.0,1996,Sale of shares,"Ijevan ""Bentonit""",
Manufacturing & Services,Construction,Armenia,AM,600000.0,1996,Sale of shares,Ukrshin,
Manufacturing & Services,Machine tools,Armenia,AM,780000.0,1996,Sale of shares,Equipment plant,
Manufacturing & Services,Machinery,Armenia,AM,820000.0,1996,Sale of shares,Garni,
Manufacturing & Services,Machinery,Armenia,AM,870000.0,1996,Sale of shares,Armavto,
Manufacturing & Services,Agriculture,Armenia,AM,940000.0,1996,Sale of shares,Armagric. techniques,
Manufacturing & Services,Agribusiness,Armenia,AM,950000.0,1996,Sale of shares,Arteni wine enterprise,
Manufacturing & Services,Machinery,Armenia,AM,1000000.0,1996,Sale of shares,Yerevan hydrohaghordak ent.,
Manufacturing & Services,Agriculture,Armenia,AM,1050000.0,1996,Sale of shares,Yerevan label enterprise,
Manufacturing & Services,Agriculture,Armenia,AM,1200000.0,1996,Sale of shares,"Yerevan ""Urartu"" enterprise",
Manufacturing & Services,Agribusiness,Armenia,AM,1450000.0,1996,Sale of shares,Ararat wine plant,
Manufacturing & Services,Agriculture,Armenia,AM,1870000.0,1996,Sale of shares,Berriutun (Yeraskh),
Manufacturing & Services,Machinery,Armenia,AM,3480000.0,1996,Sale of shares,Sevan insulator plant,
Other,Unknown,Armenia,AM,280000.0,1996,Sale of shares,Garva Mink,
Primary,Mining,Armenia,AM,380000.0,1996,Sale of shares,Kadjaran mine constr. plant,
Services,Industry,Armenia,AM,240000.0,1996,Sale of shares,Yeghvard sport shoes,
Services,Industry,Armenia,AM,270000.0,1996,Sale of shares,"Echmiadzin ""Karin"" enteprise",
Services,Industry,Armenia,AM,270000.0,1996,Sale of shares,Aintap,
Services,Industry,Armenia,AM,280000.0,1996,Sale of shares,Steparavan furniture plant,
Services,Industry,Armenia,AM,280000.0,1996,Sale of shares,Tughtard,
Services,Industry,Armenia,AM,280000.0,1996,Sale of shares,Guimry truck enterprise,
Services,Industry,Armenia,AM,300000.0,1996,Sale of shares,Ayas wear factory,
Services,Trade,Armenia,AM,320000.0,1996,Sale of shares,Vanadzor cotton factory,
Services,Industry,Armenia,AM,350000.0,1996,Sale of shares,Tara repairing factory,
Services,Industry,Armenia,AM,360000.0,1996,Sale of shares,Hatis,
Services,Industry,Armenia,AM,390000.0,1996,Sale of shares,Arshaluis affil. of Guimry enterprise,
Services,Industry,Armenia,AM,400000.0,1996,Sale of shares,Lux enterprise,
Services,Industry,Armenia,AM,430000.0,1996,Sale of shares,Electric precision instrument,
Services,Trade,Armenia,AM,500000.0,1996,Sale of shares,Haitarbernutmetsar (wholesale),
Services,Industry,Armenia,AM,610000.0,1996,Sale of shares,Kanaker shoes factory,
Services,Industry,Armenia,AM,710000.0,1996,Sale of shares,Van,
Services,Industry,Armenia,AM,760000.0,1996,Sale of shares,Leather production plant,
Services,Industry,Armenia,AM,1040000.0,1996,Sale of shares,Poliplast,
Services,Industry,Armenia,AM,1330000.0,1996,Sale of shares,Rastr,
Services,Industry,Armenia,AM,2700000.0,1996,Sale of shares,Yerevan clocks plant,
Infrastructure,Transport,Armenia,AM,300000.0,1996,Sale of shares,Repairing enterprise,
Infrastructure,Telecom,Armenia,AM,142500000.0,1997,Private sale,Armentel,
Manufacturing & Services,Beverages/ Manufacturing,Armenia,AM,30000000.0,1998,Direct sale,Yerevan Brandy,
Energy,Oil and gas,Armenia,AM,0.0,1999,Public offering,Gyumri Crude Petroleum SCJSC,
Manufacturing & Services,Manufacturing,Armenia,AM,0.0,1999,Public offering,Printing-Press of Spitak CJSC,
Manufacturing & Services,Manufacturing,Armenia,AM,0.0,1999,Trade sale or competitive sale,Yerevan Bread Factory N 10 SCJSC,
Manufacturing & Services,Construction,Armenia,AM,10000.0,1999,Public offering,Ani Road Construction SCJSC,
Manufacturing & Services,Construction,Armenia,AM,10000.0,1999,Public offering,Nairi Road Construction SCJSC,
Manufacturing & Services,Manufacturing,Armenia,AM,,1999,Trade sale or competitive sale,"Abovyan Furniture ""Kotayq"" CJSC",
Manufacturing & Services,Manufacturing,Armenia,AM,10000.0,1999,Public offering,erevan Furniture Making and Repair CJSC,
Manufacturing & Services,Manufacturing,Armenia,AM,20000.0,1999,Public offering,Qanaqer Sewing Factory CJSC,
Manufacturing & Services,Manufacturing,Armenia,AM,40000.0,1999,Public offering,Siranush (Spitak Cheese Factory) CJSC,
Manufacturing & Services,Construction,Armenia,AM,,1999,Trade sale or competitive sale,"Gyumri ""Artsakh"" Building Construction CJSC",
Other,Other,Armenia,AM,0.0,1999,Public offering,Petarnakhagits SCJSC,
Other,Other,Armenia,AM,0.0,1999,Trade sale or competitive sale,Haykhimnakhagits SCJSC,
Other,Other,Armenia,AM,0.0,1999,Trade sale or competitive sale,Jermaenergo SCJSC,
Other,Other,Armenia,AM,0.0,1999,Public offering,Infofile SCJSC,
Other,Other,Armenia,AM,0.0,1999,Public offering,Vanadzor Govazd of Hayargovazd CJSC,
Other,Other,Armenia,AM,0.0,1999,Trade sale or competitive sale,Confort-1 CJSC,
Other,Other,Armenia,AM,0.0,1999,Trade sale or competitive sale,Plastmassa Coop.,
Other,Other,Armenia,AM,0.0,1999,Public offering,Vardenisshin-5 CJSC,
Other,Other,Armenia,AM,0.0,1999,Trade sale or competitive sale,Sevani Tsitsernak,
Other,Other,Armenia,AM,10000.0,1999,Trade sale or competitive sale,"Akord Coop. (Jrvej, Mayak district 8)",
Other,Other,Armenia,AM,10000.0,1999,Trade sale or competitive sale,Veradardz LTD,
Other,Other,Armenia,AM,10000.0,1999,Public offering,Jrashinarar CJSC,
Other,Other,Armenia,AM,10000.0,1999,Trade sale or competitive sale,"Akord Coop. (Jrvej, Mayak district 2a)",
Other,Other,Armenia,AM,10000.0,1999,Public offering,Gyumri PNC SCJSC,
Other,Other,Armenia,AM,10000.0,1999,Public offering,Hydroshinarar,
Other,Other,Armenia,AM,10000.0,1999,Public offering,Gyumri CPE-1 SCJSC,
Other,Other,Armenia,AM,10000.0,1999,Public offering,Shinanyutar SCJSC,
Other,Other,Armenia,AM,20000.0,1999,Public offering,Shinarar-94 CJSC,
Other,Other,Armenia,AM,20000.0,1999,Public offering,Ani CJSC,
Other,Other,Armenia,AM,30000.0,1999,Public offering,Kotaykkosh CJSC,
Other,Other,Armenia,AM,30000.0,1999,Trade sale or competitive sale,Echmiadzni CPT SCJSC,
Other,Other,Armenia,AM,40000.0,1999,Trade sale or competitive sale,Shinnorogum LE LTD.,
Other,Other,Armenia,AM,50000.0,1999,Trade sale or competitive sale,Krunk LTD,
Other,Other,Armenia,AM,70000.0,1999,Public offering,Hrazdan CT SCJSC,
Other,Other,Armenia,AM,80000.0,1999,Trade sale or competitive sale,Gyumri Bread Accepting SCJSC,
Other,Other,Armenia,AM,100000.0,1999,Trade sale or competitive sale,Jrkonstruktcia LE LTD,
Other,Other,Armenia,AM,130000.0,1999,Trade sale or competitive sale,Alyumin LE LTD,
Other,Other,Armenia,AM,150000.0,1999,Trade sale or competitive sale,Dzyunik refrigirator SCJSC,
Other,Other,Armenia,AM,160000.0,1999,Trade sale or competitive sale,Arabkir Medical Centre  LE LTD,
Other,Other,Armenia,AM,1530000.0,1999,Trade sale or competitive sale,Prometey-Qimprom CJSC,
Other,Other,Armenia,AM,3050000.0,1999,Trade sale or competitive sale,DCA CJSC,
Services,Other (services),Armenia,AM,,1999,Trade sale or competitive sale,Electromechanical Repair Site of Yerevan Metropoliten SCJSC,
Services,Hotels and restaurants,Armenia,AM,30000.0,1999,Public offering,Gyumri Hotel Economy SCJSC,
Services,Hotels and restaurants,Armenia,AM,30000.0,1999,Public offering,Gladzor Hotel in Eghegnadzor SCJSC,
Services,Hotels and restaurants,Armenia,AM,60000.0,1999,Public offering,Gandzasar Hotel SCJSC,
Services,Hotels and restaurants,Armenia,AM,260000.0,1999,Public offering,Yerevan Minibus CPT SCJSC,
Services,Hotels and restaurants,Armenia,AM,1030000.0,1999,Trade sale or competitive sale,Hotel Yerevan CJSC,
Manufacturing & Services,"Manufacturing (Production, Storage & sale (cotton))",Azerbaijan,AZ,,1997,Auction & closed subscription,Bilesuvar-pambiq,
Manufacturing & Services,Construction,Azerbaijan,AZ,,1997,Auction & closed subscription,Elet agac emali,
Manufacturing & Services,Manufacturing (production and sale of wood blocks),Azerbaijan,AZ,,1997,Auction & closed subscription,Agac Yonqarlan Plitesi,
Manufacturing & Services,Production and sale of furniture,Azerbaijan,AZ,,1997,Auction & closed subscription,Baki mebel hissa,
Manufacturing & Services,Production and sale of vegetable oil and soap,Azerbaijan,AZ,,1997,Auction & closed subscription,Ganca Yag-Piy,
Manufacturing & Services,"Production, storage and sale of cotton",Azerbaijan,AZ,,1997,Auction & closed subscription,Yevlax-Pambiq,
Manufacturing & Services,"Production, storage and sale of cotton",Azerbaijan,AZ,,1997,Auction & closed subscription,Neftcala pambiq,
Manufacturing & Services,"Manufacturing (Production, Storage & sale (cotton))",Azerbaijan,AZ,80000.0,1997,Auction & closed subscription,Zerdab-Pambiq,
Manufacturing & Services,Manufacturing,Azerbaijan,AZ,200000.0,1997,Auction & closed subscription,Baki tikis,
Manufacturing & Services,Manufacturing (production of china for domestic use),Azerbaijan,AZ,270000.0,1997,Auction & closed subscription,Minali qablar,
Manufacturing & Services,Agribusiness (Manufacturing),Azerbaijan,AZ,930000.0,1997,Auction & closed subscription,Piva,
Other,Storage & sale (fruit and veg.),Azerbaijan,AZ,,1997,Auction & closed subscription,Lankaran-Konserv,
Other,Storage & sale (fruit and veg.),Azerbaijan,AZ,480000.0,1997,Auction & closed subscription,Azaqrotreyd,
Services,Trade (retail),Azerbaijan,AZ,550000.0,1997,Auction & closed subscription,Markazi Univermaq,
Manufacturing & Services,Manufacturing,Azerbaijan,AZ,190000.0,1998,Auction,Baki Alatava-Tokhuju,
Manufacturing & Services,Manufacturing and trade,Azerbaijan,AZ,220000.0,1998,Auction,Taminmash,
Manufacturing & Services,Manufacturing,Azerbaijan,AZ,240000.0,1998,Auction,Sheki-tutun,
Manufacturing & Services,Beverages/Manufacturing (Cognac),Azerbaijan,AZ,240000.0,1998,Auction,Goychay-Konyak Zavodu,
Manufacturing & Services,Manufacturing,Azerbaijan,AZ,290000.0,1998,Auction,Karkas,
Manufacturing & Services,Manufacturing,Azerbaijan,AZ,350000.0,1998,Auction,Bakikhanov Tikish,
Manufacturing & Services,Beverages (Wine)/ Manufacturing,Azerbaijan,AZ,500000.0,1998,Auction,Baki-Sharab-2,
Manufacturing & Services,Poultry/Agribusiness,Azerbaijan,AZ,580000.0,1998,Auction,Mardakan-Broyler,
Manufacturing & Services,Food and beverages (Grapes)/Agribusiness,Azerbaijan,AZ,640000.0,1998,Auction,Shamakhi-Sharab 2,
Manufacturing & Services,Electrical equipment/ Manufacturing,Azerbaijan,AZ,1000000.0,1998,Tender,Baku Electrical Welding JSC,
Other,Wholesale and storage of food products,Azerbaijan,AZ,310000.0,1998,Auction,Zahmat-Ruzi,
Services,Auto/Services,Azerbaijan,AZ,140000.0,1998,Auction,Avtomotoservis ve Ticaret,
Services,Trade,Azerbaijan,AZ,170000.0,1998,Auction,Pasaj,
Services,Trade,Azerbaijan,AZ,200000.0,1998,Auction,Turist - Mebel,
Services,Trade,Azerbaijan,AZ,200000.0,1998,Auction,Sumgayit Tijaret Markazi,
Services,Health Services,Azerbaijan,AZ,220000.0,1998,Auction,Ganjlik,
Services,Trade,Azerbaijan,AZ,220000.0,1998,Auction,Ganja-Univermag,
Services,Industry and trade,Azerbaijan,AZ,410000.0,1998,Auction,Baki-Ayaggabi-1,
Services,Trade,Azerbaijan,AZ,420000.0,1998,Auction,Baki Univermaghi,
Services,Trade,Azerbaijan,AZ,470000.0,1998,Auction,Moskva Tijaret Markazi,
Services,Services,Azerbaijan,AZ,500000.0,1998,Auction,Khirdalan Anbar,
Infrastructure,Transport/ Services,Azerbaijan,AZ,350000.0,1998,Auction,Baki-Taksopark-1,
Manufacturing & Services,Wine and cognac/ Manufacturing and trade,Azerbaijan,AZ,380000.0,1998,Auction,Shamkir-Konyak,
Other,Food Company,Bahrain,BH,10300000.0,1994,Public Offer: Domestic,General Trading and Food processing Company,
Manufacturing & Services,Leather,Bangladesh,BD,200000.0,1989,,Jubili Tannery,
Other,Food,Bangladesh,BD,600000.0,1989,,Hasam Oil Mills,
Primary,Metals,Bangladesh,BD,100000.0,1992,,Hamdia Metal Industries,
Manufacturing & Services,Manufacturing,Bangladesh,BD,90000.0,1993,Plus long term liabilities,Ujala Match Factory,
Manufacturing & Services,Manufacturing,Bangladesh,BD,340000.0,1993,Plus US$ 0.18Mn long term liabilities,Jofain Fabrics,
Manufacturing & Services,Sugar,Bangladesh,BD,1330000.0,1993,Plus long term liabilities,Shampur Sugar Mills,
Manufacturing & Services,Manufacturing,Bangladesh,BD,1360000.0,1993,Plus US$ 0.43Mn long term liabilities,Barisal Textile Mills,
Manufacturing & Services,Manufacturing,Bangladesh,BD,1400000.0,1993,Plus US$ 3.6Mn long term liabilities,Bangladesh Textile Mills,
Manufacturing & Services,Manufacturing,Bangladesh,BD,1520000.0,1993,Plus US$ 4.94 Mn long term liabilities,National Tubes,
Manufacturing & Services,Manufacturing,Bangladesh,BD,2190000.0,1993,Plus US$ 0.8Mn long term liabilities,Madaripur Textile Mills,
Manufacturing & Services,Manufacturing,Bangladesh,BD,2610000.0,1993,Plus US$ 0.03Mn long term liabilities,Kisborgang Textile Mills,
Manufacturing & Services,Manufacturing,Bangladesh,BD,3190000.0,1993,Plus US$ 2.13Mn long term liabilities,Sharain Textile mills,
Other,Food,Bangladesh,BD,6990000.0,1993,Includes US$3.73 Mn quasi-equity loan,Dhaka Vegetable Oil Co.,
Manufacturing & Services,Chemicals,Bangladesh,BD,9270000.0,1993,Includes US$7.79 Mn quasi-equity loan,Kohinoor Chemical Co.,
Manufacturing & Services,Cement,Bangladesh,BD,11940000.0,1993,Includes US$3.73 Mn quasi-equity loan,Chittagong Cement Clinker & Grinding Co.,
Manufacturing & Services,Manufacturing,Bangladesh,BD,310000.0,1994,tender,Jofain Fabrics,
Manufacturing & Services,Pharmaceutical,Bangladesh,BD,500000.0,1994,tender,Squibb of Bangladesh,
Manufacturing & Services,Manufacturing,Bangladesh,BD,570000.0,1994,tender,Bangladesh Cycle,
Manufacturing & Services,Packaging Manufacturing,Bangladesh,BD,570000.0,1994,tender,Eagle Box and Cartoons Manufacturing,
Manufacturing & Services,Manufacturing,Bangladesh,BD,2000000.0,1994,tender,Madaripur Textile,
Manufacturing & Services,Manufacturing,Bangladesh,BD,2370000.0,1994,tender,Kishoreganj Textile Mills Ltd.,
Manufacturing & Services,Manufacturing,Bangladesh,BD,2500000.0,1994,tender,Kohinor Spinning Mills,
Manufacturing & Services,Manufacturing,Bangladesh,BD,2920000.0,1994,tender,Sharmin Manufacturing Ltd,
Manufacturing & Services,Manufacturing,Bangladesh,BD,310000.0,1995,tender,Jonfine Fabrics Ltd,
Manufacturing & Services,Manufacturing,Bangladesh,BD,310000.0,1995,tender,Barisal Textile Ltd,
Manufacturing & Services,Manufacturing,Bangladesh,BD,4510000.0,1995,tender,Kohinoor Spinning Mills Ltd.,
Services,Industry,Bangladesh,BD,150000.0,1998,Direct sale,"I.K. Industries, Chittagong",
Manufacturing & Services,Manufacturing (Rice Mills),Bangladesh,BD,30000.0,1999,Trade sale,"B.G. Bangla Rice Mills, Thakurgaon",
Manufacturing & Services,Manufacturing,Bangladesh,BD,350000.0,1993,Plus long term liabilities,Lira Industrial Enterprise,
Infrastructure,Telecommunications,Barbados,BB,2800000.0,1991,,Barbados Telephone Company,
Manufacturing & Services,Manufacturing,Barbados,BB,250000.0,1992,public offer,Barbados Dairy Industries,
Manufacturing & Services,Manufacturing,Barbados,BB,6470000.0,1992,,Barbados Mills Group of Companies,
Infrastructure,Telecommunications,Barbados,BB,21600000.0,1992,,Barbados External Telecommunications,
Manufacturing & Services,Cement,Barbados,BB,2900000.0,1994,direct sale,Arawak Cement Company Ltd.,
Services,Tourism,Barbados,BB,17000000.0,1994,direct sale,Heywood Hottel,
Other,,Barbados,BB,,1997,,no privatizaton completed (according to survey),
Infrastructure,Transport,Belarus,BY,,1997,Employees buy-out,"Avtotransportnoe predprijatie nomer 6, gorod Novopolotsk",
Infrastructure,Electricity,Belarus,BY,10000.0,1997,Employees buy-out,Kohanovski ekskavatornoi zavod,
Energy,Hydropower,Belarus,BY,,1997,Employees buy-out,"Zavod gidravlitsheskovo mashinostroenija, gorod Kobri",
Manufacturing & Services,Forestry,Belarus,BY,0.0,1997,Employees buy-out,Borisovles,
Manufacturing & Services,Machinery,Belarus,BY,10000.0,1997,Employees buy-out,Slonimski avtoremontnyi zavod,
Manufacturing & Services,Forestry,Belarus,BY,10000.0,1997,Employees buy-out,Borisovski lespromhoz,
Manufacturing & Services,Manufacturing,Belarus,BY,10000.0,1997,Employees buy-out,Bretski radiotehnitsheski zavod,
Manufacturing & Services,Manufacturing,Belarus,BY,10000.0,1997,Employees buy-out,Minskaja zerkalnaja fabrika,
Manufacturing & Services,Construction,Belarus,BY,10000.0,1997,Employees buy-out,"Belspetsprojekt, gorod Minsk",
Manufacturing & Services,Construction,Belarus,BY,20000.0,1997,Employees buy-out,Vitebsktorgprojekt,
Manufacturing & Services,Construction,Belarus,BY,20000.0,1997,Employees buy-out,"Stroikompleks, gorod Minsk",
Manufacturing & Services,Ceramics,Belarus,BY,20000.0,1997,Employees buy-out,Radnoshkovitski keramitsheski zavod,
Manufacturing & Services,Glass manufacturing,Belarus,BY,20000.0,1997,Employees buy-out,"Steklozavod ""Zalesje"", posjolok Partizanski",
Manufacturing & Services,Construction,Belarus,BY,20000.0,1997,Employees buy-out,Novogrudskoje SMU,
